Date,Open,High,Low,Close,Adj Close,Volume,Name,Return,Up,Down,avg_14up,avg_14down,RS_14,RSI,5MA,12Ewm,26Ewm,MACD,low_14,high_14,k_percent,B_MA,BU,BL
2021-11-19,19.13999938964844,19.440000534057617,18.940000534057617,19.280000686645508,19.280000686645508,31259800,AAL,-0.005689112980121536,0.0,0.005689112980121536,0.008650763166190702,0.010443429990490178,0.8283450144318596,45.30572774248846,19.738000106811523,20.15307627528316,20.06755459231303,0.08552168297012841,18.940000534057617,22.350000381469727,9.970679407681525,20.255500030517577,22.388473692583673,18.12252636845148
2021-11-22,19.559999465942383,19.76000022888184,19.049999237060547,19.6299991607666,19.6299991607666,33220600,AAL,0.017990640738983377,0.017990640738983377,0.0,0.009719360479880994,0.010443429990490178,0.9306674616224244,48.204441216424904,19.6,20.072602873049842,20.035143078865147,0.03745979418469503,18.940000534057617,22.350000381469727,20.234564738547796,20.27550001144409,22.375228773698087,18.175771249190095
2021-11-23,19.75,20.13999938964844,19.31999969482422,19.46999931335449,19.46999931335449,30427300,AAL,-0.00818418141851529,0.0,0.00818418141851529,0.006894335642837194,0.011028014377526985,0.6251656378764386,38.467810499200944,19.52599983215332,19.979894633096713,19.99328057771621,-0.013385944619496826,18.940000534057617,22.350000381469727,15.542486891871683,20.279500007629395,22.37241986077121,18.18658015448758
2021-11-24,19.32999992370605,19.549999237060547,19.06999969482422,19.459999084472656,19.459999084472656,21323300,AAL,-0.0005137544060285215,0.0,0.0005137544060285215,0.006894335642837194,0.011064711120814736,0.6230922405075441,38.38920703069235,19.445999526977538,19.899910702539163,19.953778244883352,-0.053867542344189445,18.940000534057617,22.350000381469727,15.249225034707035,20.300999927520753,22.348209965302125,18.25378988973938
2021-11-26,18.270000457763672,18.270000457763672,16.899999618530273,17.75,17.75,84177500,AAL,-0.09197551378980728,0.0,0.09197551378980728,0.0028885727845550896,0.017634390677229543,0.16380337928460253,14.074832759576068,19.117999649047853,19.56915520984083,19.790535411929028,-0.22138020208819853,16.899999618530273,22.350000381469727,15.596335091360237,20.228999900817872,22.526695696737956,17.931304104897787
2021-11-29,18.14999961853028,18.26000022888184,17.420000076293945,17.739999771118164,17.739999771118164,42940300,AAL,-0.0005635519420112978,0.0,0.0005635519420112978,0.0014946411993134972,0.017674644387373206,0.08456414548183336,7.797062611198939,18.809999465942383,19.287746680806574,19.638643882980077,-0.3508972021735026,16.899999618530273,22.32999992370605,15.469615200338344,20.155999851226806,22.673596057944703,17.63840364450891
2021-11-30,17.440000534057617,17.739999771118164,16.920000076293945,17.690000534057617,17.690000534057617,49870100,AAL,-0.0028224256179170126,0.0,0.0028224256179170126,0.001462544948074042,0.01787624621722442,0.08181499238161233,7.562752684864975,18.421999740600587,19.041939581306735,19.494299931208044,-0.45236034990130847,16.899999618530273,22.030000686645508,15.399624776639484,20.051999855041505,22.798201739435207,17.305797970647802
2021-12-01,17.940000534057617,18.239999771118164,16.260000228881836,16.280000686645508,16.280000686645508,82030100,AAL,-0.08306213560986064,0.0,0.08306213560986064,0.001462544948074042,0.0215601194838791,0.06783566061253112,6.352631131799754,17.78400001525879,18.617025905205008,19.256203690870077,-0.6391777856650691,16.260000228881836,21.790000915527344,0.36167188571913417,19.874499893188478,23.098465636100585,16.65053415027637
2021-12-02,16.489999771118164,17.440000534057617,16.149999618530273,17.420000076293945,17.420000076293945,58808900,AAL,0.06768157305239653,0.06768157305239653,0.0,0.006296943023245223,0.0207609111019873,0.30330764349944445,23.272144916226267,17.376000213623048,18.432868085372537,19.120188608308883,-0.6873205229363464,16.149999618530273,21.36000061035156,24.376203761905842,19.713999938964843,23.09536908804585,16.332630789883837
2021-12-03,17.270000457763672,17.290000915527344,16.34000015258789,16.6200008392334,16.6200008392334,57884000,AAL,-0.047012135881340456,0.0,0.047012135881340456,0.006296943023245223,0.020548468668754323,0.3064434204199486,23.456310134077157,17.150000381469727,18.153965432120362,18.934989514303293,-0.7810240821829311,16.149999618530273,20.56999969482422,10.633511597067862,19.513500022888184,23.133318099417718,15.893681946358651
2021-12-06,16.950000762939453,18.540000915527344,16.90999984741211,17.93000030517578,17.93000030517578,74005500,AAL,0.07586846471475006,0.07586846471475006,0.0,0.01161058987915818,0.020548468668754323,0.5650343130830503,36.10363736817738,17.18800048828125,18.119509258744273,18.860545869182737,-0.7410366104384636,16.149999618530273,20.25,43.41464685443349,19.319000053405762,22.833498435396937,15.804501671414586
2021-12-07,18.31999969482422,18.709999084472656,17.719999313354492,17.889999389648438,17.889999389648438,50249900,AAL,-0.0022334412337268184,0.0,0.0022334412337268184,0.01161058987915818,0.01900046460372486,0.6110687354919749,37.929401895156985,17.228000259399415,18.084200048114145,18.78865353736538,-0.704453489251236,16.149999618530273,20.13999938964844,43.60901932158613,19.101000022888183,22.38321274282378,15.818787302952584
2021-12-08,17.959999084472656,18.8700008392334,17.8799991607666,18.229999542236328,18.229999542236328,46340600,AAL,0.018826700176397093,0.018826700176397093,0.0,0.012883384191609075,0.01900046460372486,0.6780562717968176,40.40724278398443,17.618000030517578,18.106630739517556,18.747271759948415,-0.6406410204308592,16.149999618530273,20.13999938964844,52.13032689280457,18.89949998855591,21.842419622593475,15.956580354518344
2021-12-09,18.040000915527344,18.290000915527344,17.850000381469727,18.13999938964844,18.13999938964844,36027700,AAL,-0.004949152539845514,0.0,0.004949152539845514,0.012883384191609075,0.017643243244226742,0.7302163220940007,42.20375873059929,17.761999893188477,18.11176437799923,18.702288621407675,-0.5905242434084457,16.149999618530273,20.13999938964844,49.874683841409976,18.72799997329712,21.40325552401429,16.05274442257995
2021-12-10,18.06999969482422,18.1299991607666,17.6299991607666,18.010000228881836,18.010000228881836,28696100,AAL,-0.007192239143804624,0.0,0.007192239143804624,0.012883384191609075,0.017750609398775534,0.7257995431130264,42.05584281264885,18.039999771118165,18.096108355058092,18.651007999739093,-0.5548996446810008,16.149999618530273,20.13999938964844,46.61655932452125,18.561999988555907,20.95451961329751,16.169480363814305
2021-12-13,17.549999237060547,17.649999618530273,16.850000381469727,17.1200008392334,17.1200008392334,40783900,AAL,-0.050679752162224645,0.0,0.050679752162224645,0.011598338424538834,0.021370591696077294,0.5427242534734208,35.179602074154545,17.87799987792969,17.94593796800814,18.537600061923854,-0.5916620939157156,16.149999618530273,20.13999938964844,24.3108089309812,18.40349998474121,20.73320032933141,16.07379964015101
2021-12-14,16.81999969482422,17.469999313354492,16.809999465942383,16.90999984741211,16.90999984741211,30171300,AAL,-0.012342265847278266,0.0,0.012342265847278266,0.011598338424538834,0.02166759772670322,0.5352849250217067,34.86551038818665,17.681999969482423,17.786562872531825,18.417037083071133,-0.6304742105393082,16.149999618530273,19.549999237060547,22.352950416222786,18.232999992370605,20.469388487361616,15.996611497379591
2021-12-15,16.950000762939453,17.09000015258789,16.270000457763672,16.989999771118164,16.989999771118164,39939400,AAL,0.004719768325319507,0.004719768325319507,0.0,0.011935464733490228,0.02163090098341547,0.5517784369056663,35.557810559988425,17.43400001525879,17.66401470308357,18.31133061551906,-0.6473159124354915,16.149999618530273,18.8700008392334,30.88234469140235,18.09049997329712,20.257879378253357,15.923120568340885
