Date,Open,High,Low,Close,Adj Close,Volume,Name
2021-10-25,6.050000190734863,6.079999923706055,6.010000228881836,6.039999961853027,5.596956253051758,11485200,SIRI
2021-10-26,6.119999885559082,6.130000114440918,6.019999980926514,6.03000020980835,5.5876898765563965,15225000,SIRI
2021-10-27,6.039999961853027,6.059999942779541,5.940000057220459,5.960000038146973,5.522824764251709,19168600,SIRI
2021-10-28,6.039999961853027,6.139999866485596,6.03000020980835,6.079999923706055,5.6340227127075195,21320000,SIRI
2021-10-29,6.059999942779541,6.110000133514404,6.050000190734863,6.090000152587891,5.643289089202881,14771600,SIRI
2021-11-01,6.090000152587891,6.289999961853027,6.079999923706055,6.28000020980835,5.819351673126221,17153200,SIRI
2021-11-02,6.28000020980835,6.300000190734863,6.230000019073486,6.289999961853027,5.82861852645874,12877500,SIRI
2021-11-03,6.28000020980835,6.510000228881836,6.260000228881836,6.489999771118164,6.0139479637146,24968200,SIRI
2021-11-04,6.480000019073486,6.650000095367432,6.380000114440918,6.389999866485596,5.941422939300537,26026200,SIRI
2021-11-05,6.480000019073486,6.539999961853027,6.349999904632568,6.409999847412109,5.960019111633301,21302500,SIRI
2021-11-08,6.420000076293945,6.480000019073486,6.380000114440918,6.460000038146973,6.006509780883789,12090800,SIRI
2021-11-09,6.460000038146973,6.5,6.409999847412109,6.429999828338623,5.9786152839660645,11471800,SIRI
2021-11-10,6.429999828338623,6.510000228881836,6.409999847412109,6.440000057220459,5.987913608551025,13769500,SIRI
2021-11-11,6.420000076293945,6.590000152587891,6.369999885559082,6.570000171661377,6.10878849029541,17945900,SIRI
2021-11-12,6.570000171661377,6.670000076293945,6.539999961853027,6.610000133514404,6.145978927612305,16626100,SIRI
2021-11-15,6.599999904632568,6.710000038146973,6.590000152587891,6.630000114440918,6.164575576782227,10611000,SIRI
2021-11-16,6.570000171661377,6.639999866485596,6.53000020980835,6.630000114440918,6.164575576782227,12368200,SIRI
2021-11-17,6.610000133514404,6.679999828338623,6.599999904632568,6.630000114440918,6.164575576782227,15315500,SIRI
2021-11-18,6.610000133514404,6.650000095367432,6.300000190734863,6.320000171661377,5.876338005065918,24322400,SIRI
2021-11-19,6.25,6.28000020980835,6.079999923706055,6.190000057220459,5.75546407699585,27477800,SIRI
2021-11-22,6.159999847412109,6.230000019073486,6.079999923706055,6.079999923706055,5.653185844421387,17502500,SIRI
2021-11-23,6.070000171661377,6.230000019073486,6.070000171661377,6.190000057220459,5.75546407699585,19817700,SIRI
2021-11-24,6.179999828338623,6.269999980926514,6.150000095367432,6.210000038146973,5.774059772491455,12680600,SIRI
2021-11-26,6.130000114440918,6.239999771118164,6.110000133514404,6.170000076293945,5.736867427825928,11987000,SIRI
