id,name,Open,Close,High,Low,data_volume,data_datetime,timeframe,Name,Return,Up,Down,avg_14up,avg_14down,RS_14,RSI,5MA,15MA,12Ewm,26Ewm,MACD,low_14,high_14,k_percent,r_percent,B_MA,BU,BL,dec_rsi,Signal_RSI_fuzz_system,dec_will,Signal_william_fuzz_system,prev_5MA,crossover,cross_MA,diff_MA,diff_MA_prev,fuzz_MA_strategy,Signal_Line,MACD_decision,diff_MACD,diff_MACD_prev,fuzz_MACD_strategy,dec_bollinger,diff_cl_BU,diff_cl_BL,prev_diff_cl_BU,prev_diff_cl_BL,fuzz_BB_strategy
41512,EURUSD,1.06297,1.06262,1.06334,1.06122,0.0,2023-03-17 12:00:00.000,1h,EURUSD,0.0019404861070737,0.0019404861070737,0.0,0.0025337285348382,0.002490022621813,1.0175524160472895,50.43499281375989,1.067336,1.062684,1.0643336822332292,1.065256008442464,-0.0009223262092348,1.05425,1.07463,41.06967615309108,-58.93032384690892,1.0636495,1.0746526908769083,1.052646309123091,0,0,0,0,1.066436,,0,0.0046520000000001005,0.003893999999999842,0,-0.00084176787926464,0,-8.055832997015992e-05,0.0,0,0,-0.012032690876908392,0.009973690876908803,-0.01494169548664126,0.007943695486641644,0
41537,EURUSD,1.0705,1.07238,1.07308,1.0703,0.0,2023-03-20 13:00:00.000,1h,EURUSD,0.0091429208326743,0.0091429208326743,0.0,0.0031867943086007,0.002042688054454,1.560098372168002,60.93900098248347,1.06793,1.063378,1.0655715772742709,1.0657837115208,-0.0002121342465291,1.05425,1.07463,88.95976447497618,-11.040235525023828,1.0637335,1.07498614371276,1.05248085628724,0,0,-1,-1,1.067336,,0,0.0045520000000001115,0.0046520000000001005,0,-0.0007158411527175321,1,0.0005037069061884322,-8.055832997015992e-05,0,0,-0.002606143712759801,0.019899143712760026,-0.012032690876908392,0.009973690876908803,0
41562,EURUSD,1.07777,1.07741,1.07798,1.07608,0.0,2023-03-21 14:00:00.000,1h,EURUSD,0.0046795353768784,0.0046795353768784,0.0,0.0033101874309433,0.002042688054454,1.6205055998274625,61.83942518322261,1.069358,1.064849333333333,1.0673928730782292,1.0666449180748148,0.0007479550034144,1.05425,1.07798,97.59797724399512,-2.402022756004883,1.0643980000000002,1.0772085262638933,1.051587473736107,0,0,-1,-1,1.06793,,0,0.004508666666666938,0.0045520000000001115,0,-0.0004230819214911457,0,0.0011710369249055457,0.0005037069061884322,0,-1,0.00020147373610668318,0.02582252626389292,-0.002606143712759801,0.019899143712760026,-1
41592,EURUSD,1.0865,1.08551,1.08655,1.08546,0.0,2023-03-22 20:00:00.000,1h,EURUSD,0.0074899098132341,0.0074899098132341,0.0,0.0036928308983105,0.002042688054454,1.8078290957145684,64.38529675733315,1.071696,1.0666526666666667,1.070180123373886,1.0680423315507543,0.0021377918231317,1.05425,1.08655,96.78018575851416,-3.2198142414858517,1.0652295,1.081066305200146,1.0493926947998542,0,0,-1,-1,1.069358,,0,0.005043333333333289,0.004508666666666938,0,8.909282743342341e-05,0,0.0020486989956982767,0.0011710369249055457,0,-1,0.00444369479985407,0.03611730520014578,0.00020147373610668318,0.02582252626389292,-1
41617,EURUSD,1.08304,1.08326,1.08338,1.08293,0.0,2023-03-23 21:00:00.000,1h,EURUSD,-0.0020749095637014,0.0,0.0020749095637014,0.0032778791560996,0.0021908958804326,1.496136436868157,59.938087308453525,1.076236,1.0681553333333331,1.072192412085596,1.0691695662506984,0.0030228458348975,1.05425,1.08655,89.81424148606806,-10.185758513931937,1.0659655,1.083704107878683,1.0482268921213167,0,0,-1,-1,1.071696,,0,0.008080666666666847,0.005043333333333289,0,0.0006758434289262387,0,0.002347002405971261,0.0020486989956982767,0,0,-0.00044410787868320867,0.03503310787868319,0.00444369479985407,0.03611730520014578,0
41642,EURUSD,1.0774,1.07775,1.07798,1.07657,0.0,2023-03-26 22:00:00.000,1h,EURUSD,-0.0050994784295094,0.0,0.0050994784295094,0.0032778791560996,0.0022424756806428,1.4617233909800629,59.37805182889051,1.079262,1.0688786666666668,1.0730474256108888,1.0698051539358318,0.003242271675057,1.05425,1.08655,72.7554179566566,-27.244582043343406,1.0668285000000002,1.0851163991052613,1.048540600894739,0,0,0,-1,1.076236,,0,0.010383333333333189,0.008080666666666847,0,0.001189129078152391,0,0.002053142596904609,0.002347002405971261,0,0,-0.007366399105261268,0.02920939910526088,-0.00044410787868320867,0.03503310787868319,0
41672,EURUSD,1.08152,1.08121,1.08153,1.08101,0.0,2023-03-28 04:00:00.000,1h,EURUSD,0.0032052497148888,0.0032052497148888,0.0,0.0031948264048079,0.0022424756806428,1.424687202802593,58.7575667968989,1.081028,1.0701433333333332,1.0743032062861366,1.0706499573479924,0.0036532489381442,1.05425,1.08655,83.46749226006223,-16.532507739937774,1.0677905,1.087003095073901,1.0485779049260988,0,0,-1,-1,1.079262,,0,0.010884666666666876,0.010383333333333189,0,0.0016819530501507528,0,0.001971295887993447,0.002053142596904609,0,0,-0.005793095073900911,0.03263209507390119,-0.007366399105261268,0.02920939910526088,0
41697,EURUSD,1.08382,1.0832,1.08408,1.08316,0.0,2023-03-29 05:00:00.000,1h,EURUSD,0.0018388388158776,0.0018388388158776,0.0,0.0033261720345135,0.0016825913771711,1.9768150958348965,66.40705022629115,1.082186,1.0712306666666669,1.075671943780577,1.07157959013703,0.004092353643547,1.05425,1.08655,89.62848297213634,-10.371517027863668,1.0691835,1.0886336622507102,1.04973333774929,0,-1,-1,-1,1.081028,,0,0.010955333333333206,0.010884666666666876,0,0.002164033168830002,0,0.0019283204747169982,0.001971295887993447,0,0,-0.005433662250710292,0.033466662250710044,-0.005793095073900911,0.03263209507390119,0
41777,EURUSD,1.08654,1.08852,1.08968,1.08645,0.0,2023-04-03 13:00:00.000,1h,EURUSD,0.0048993522568425,0.0048993522568425,0.0,0.0036761257671451,0.001399978697142,2.625844075091764,72.42021500953011,1.082788,1.073228,1.0776485678143344,1.072834435312065,0.0048141325022694,1.0578,1.08968,96.36135508155569,-3.638644918444333,1.0706865,1.0912608501783936,1.0501121498216066,-1,-1,-1,-1,1.082186,,0,0.009560000000000013,0.010955333333333206,0,0.002694053035517882,0,0.002120079466751518,0.0019283204747169982,0,0,-0.00274085017839365,0.03840785017839332,-0.005433662250710292,0.033466662250710044,0
41802,EURUSD,1.0904,1.09695,1.09733,1.0904,0.0,2023-04-04 14:00:00.000,1h,EURUSD,0.0077146259702169,0.0077146259702169,0.0,0.003974253900604,0.001399978697142,2.8387959821940374,73.95016550401678,1.0855260000000002,1.076066,1.0806180189198211,1.0746207734370972,0.0059972454827241,1.05995,1.09733,98.98341359015564,-1.016586409844369,1.072498,1.0956018986001566,1.0493941013998431,-1,-1,-1,-1,1.082788,,0,0.009460000000000246,0.009560000000000013,0,0.0033546915249591256,0,0.0026425539577649747,0.002120079466751518,0,-1,0.0013481013998435376,0.047555898600156965,-0.00274085017839365,0.03840785017839332,-1
41832,EURUSD,1.09042,1.09073,1.09076,1.09012,0.0,2023-04-05 20:00:00.000,1h,EURUSD,-0.005686404556792,0.0,0.005686404556792,0.0032161577597273,0.0018061504511986,1.780669909083711,64.03744303726,1.088122,1.07824,1.082173708316772,1.0758140494787938,0.0063596588379781,1.05995,1.09733,82.34349919743192,-17.656500802568072,1.0736895,1.0980040089671947,1.0493749910328052,0,0,-1,-1,1.0855260000000002,,0,0.009881999999999946,0.009460000000000246,0,0.0039556849875629204,0,0.0024039738504151795,0.0026425539577649747,0,0,-0.007274008967194767,0.041355008967194795,0.0013481013998435376,0.047555898600156965,0
41857,EURUSD,1.09194,1.0918,1.09198,1.09179,0.0,2023-04-06 21:00:00.000,1h,EURUSD,0.0009805135193794,0.0009805135193794,0.0,0.0032287759708124,0.0018061504511986,1.787656154928717,64.1275701010704,1.09024,1.0797326666666665,1.083654676268038,1.076998193961846,0.0066564823061918,1.05995,1.09733,85.20599250936378,-14.794007490636217,1.0751675,1.1001364802291609,1.0501985197708394,0,0,-1,-1,1.088122,,0,0.010507333333333646,0.009881999999999946,0,0.004495844451288696,0,0.002160637854903104,0.0024039738504151795,0,0,-0.008336480229160781,0.04160148022916066,-0.007274008967194767,0.041355008967194795,0
41882,EURUSD,1.09064,1.09096,1.09115,1.09046,0.0,2023-04-09 22:00:00.000,1h,EURUSD,-0.0007696677980789,0.0,0.0007696677980789,0.0029922451719332,0.0018611267224899,1.6077600389993931,61.65291341822602,1.091792,1.081112,1.0847785722268013,1.0780324018165242,0.0067461704102771,1.05995,1.09733,82.95880149812737,-17.041198501872636,1.076371,1.1019724192863147,1.0507695807136852,0,0,-1,-1,1.09024,,0,0.010680000000000023,0.010507333333333646,0,0.004945909643086378,0,0.0018002607671907221,0.002160637854903104,0,0,-0.0110124192863148,0.04019041928631473,-0.008336480229160781,0.04160148022916066,0
