id,name,Open,Close,High,Low,data_volume,data_datetime,timeframe,Name,Return,Up,Down,avg_14up,avg_14down,RS_14,RSI,5MA,15MA,12Ewm,26Ewm,MACD,low_14,high_14,k_percent,r_percent,B_MA,BU,BL,dec_rsi,Signal_RSI_fuzz_system,dec_will,Signal_william_fuzz_system,prev_5MA,crossover,cross_MA,diff_MA,diff_MA_prev,fuzz_MA_strategy,Signal_Line,MACD_decision,diff_MACD,diff_MACD_prev,fuzz_MACD_strategy,dec_bollinger,diff_cl_BU,diff_cl_BL,prev_diff_cl_BU,prev_diff_cl_BL,fuzz_BB_strategy
52985,EURUSD,1.06405,1.06668,1.06724,1.06371,0.0,2023-01-08 22:00:00.000,4h,EURUSD,0.002167946228148754,0.002167946228148754,0.0,0.0012950351825495175,0.0009183788890443837,1.4101316983636922,58.50849143725512,1.059966,1.0580773333333333,1.059039783077416,1.0587424334280033,0.0002973496494127481,1.04825,1.06724,97.05107951553505,-2.9489204844649395,1.057769,1.0674674706336398,1.0480705293663601,0,0,-1,-1,1.056922,bullish crossover,1,0.0018886666666666496,-0.0007813333333335226,0,-0.0007972417008487643,0,0.0010945913502615123,0.0006141141640258793,0,0,-0.0007874706336397086,0.018609470633639935,-0.0016294752571162086,0.015895475257115876,0
52986,EURUSD,1.06669,1.06772,1.0683,1.06662,0.0,2023-01-09 02:00:00.000,4h,EURUSD,0.0009745128207506726,0.0009745128207506726,0.0,0.0013646432411745656,0.000873935520581082,1.561491905337834,60.960251409886446,1.0633599999999999,1.0585206666666667,1.0603752010655059,1.0594074383592624,0.0009677627062434357,1.04825,1.0683,97.1072319201994,-2.8927680798006055,1.058423,1.0689607918390003,1.0478852081609995,0,0,-1,-1,1.059966,,0,0.004839333333333196,0.0018886666666666496,0,-0.0004442408194303243,0,0.00141200352567376,0.0010945913502615123,0,0,-0.001240791839000277,0.0198347918390005,-0.0007874706336397086,0.018609470633639935,0
52987,EURUSD,1.06774,1.06722,1.06996,1.06602,0.0,2023-01-09 06:00:00.000,4h,EURUSD,-0.0004683972468935427,0.0,0.0004683972468935427,0.0012549317338898702,0.0009073924667877636,1.3830087639281614,58.036243293054625,1.06595,1.0589746666666666,1.061428247055428,1.0599861466289466,0.0014421004264812964,1.04825,1.06996,87.3790879778906,-12.620912022109396,1.05904,1.0701346606409046,1.0479453393590954,0,0,-1,-1,1.0633599999999999,,0,0.006975333333333333,0.004839333333333196,0,-6.697257024800013e-05,0,0.0015090729967292965,0.00141200352567376,0,0,-0.0029146606409045095,0.01927466064090466,-0.001240791839000277,0.0198347918390005,0
52988,EURUSD,1.06724,1.07252,1.07316,1.06617,0.0,2023-01-09 10:00:00.000,4h,EURUSD,0.004953883031506762,0.004953883031506762,0.0,0.001608780521854639,0.0008414511498723834,1.9119119655355283,65.65830245434324,1.0677020000000002,1.0596733333333335,1.0631346705853622,1.0609145802119877,0.0022200903733744504,1.04825,1.07316,97.43075070252921,-2.569249297470792,1.059831,1.0723832552387587,1.0472787447612413,0,0,-1,-1,1.06595,,0,0.008028666666666684,0.006975333333333333,0,0.00039044001847649,0,0.0018296503548979604,0.0015090729967292965,0,-1,0.00013674476124125867,0.025241255238758642,-0.0029146606409045095,0.01927466064090466,-1
52989,EURUSD,1.07254,1.07502,1.07606,1.07116,0.0,2023-01-09 14:00:00.000,4h,EURUSD,0.0023282463929138325,0.0023282463929138325,0.0,0.0016889685653102803,0.0008414511498723834,2.007209290243924,66.74657785727688,1.0698320000000001,1.060604,1.0649631828029986,1.061959426122211,0.0030037566807876726,1.04825,1.07606,96.26033800791109,-3.739661992088909,1.0607355,1.0749098526353615,1.0465611473646386,0,-1,-1,-1,1.0677020000000002,,0,0.009228000000000014,0.008028666666666684,0,0.0009131033509387266,0,0.002090653329848946,0.0018296503548979604,0,-1,0.00011014736463854646,0.02845885263536152,0.00013674476124125867,0.025241255238758642,-1
52990,EURUSD,1.07504,1.07326,1.07541,1.07302,0.0,2023-01-09 18:00:00.000,4h,EURUSD,-0.0016385204850049434,0.0,0.0016385204850049434,0.0016889685653102803,0.0004801800015782392,3.517365487440202,77.86320361324898,1.071148,1.061332,1.066239616217922,1.0627965056687139,0.003443110549208095,1.04825,1.07606,89.93167925206795,-10.068320747932047,1.061345,1.0765879773303884,1.0461020226696116,-1,-1,-1,-1,1.0698320000000001,,0,0.009816000000000047,0.009228000000000014,0,0.0014191047905926005,0,0.0020240057586154944,0.002090653329848946,0,0,-0.0033279773303882543,0.027157977330388494,0.00011014736463854646,0.02845885263536152,0
52991,EURUSD,1.07284,1.07362,1.07398,1.07207,0.0,2023-01-09 22:00:00.000,4h,EURUSD,0.0003353704011161418,0.0003353704011161418,0.0,0.0017129235939614333,0.00032771767810447404,5.226826956266197,83.94045623841085,1.0723280000000002,1.0625566666666668,1.0673750598767031,1.0635982459895499,0.0037768138871532297,1.04825,1.07606,91.22617763394467,-8.773822366055333,1.0619725,1.078171132658345,1.045773867341655,-1,-1,-1,-1,1.071148,,0,0.009771333333333354,0.009816000000000047,0,0.0018906466099047265,0,0.0018861672772485032,0.0020240057586154944,0,0,-0.004551132658344947,0.027846132658345013,-0.0033279773303882543,0.027157977330388494,0
52992,EURUSD,1.07364,1.07427,1.07442,1.07214,0.0,2023-01-10 02:00:00.000,4h,EURUSD,0.0006052451660396724,0.0006052451660396724,0.0,0.0017561553915356955,0.00027139375428109514,6.470876222585298,86.61468922511543,1.073738,1.0639746666666667,1.0684358198956718,1.0643887462866202,0.004047073609051655,1.04825,1.07606,93.56346637900053,-6.436533620999464,1.0626655,1.0797446451468558,1.0455863548531443,-1,-1,-1,-1,1.0723280000000002,,0,0.009763333333333346,0.009771333333333354,0,0.0023219320097341125,0,0.0017251415993175421,0.0018861672772485032,0,0,-0.0054746451468556945,0.02868364514685573,-0.004551132658344947,0.027846132658345013,0
52993,EURUSD,1.07426,1.0746,1.07517,1.0722,0.0,2023-01-10 06:00:00.000,4h,EURUSD,0.00030713817270855426,0.00030713817270855426,0.0,0.0017536587243852455,0.00027139375428109514,6.461676795144297,86.59818660799202,1.074154,1.0654700000000001,1.0693841552963377,1.065145135450574,0.004239019845763581,1.04825,1.07606,94.75008989572092,-5.249910104279076,1.0632935,1.0811803670140678,1.045406632985932,-1,-1,-1,-1,1.073738,,0,0.008683999999999914,0.009763333333333346,0,0.0027053495769400063,0,0.0015336702688235745,0.0017251415993175421,0,0,-0.006580367014067834,0.02919336701406805,-0.0054746451468556945,0.02868364514685573,0
52994,EURUSD,1.07459,1.07216,1.07461,1.0712,0.0,2023-01-10 10:00:00.000,4h,EURUSD,-0.0022731940698604985,0.0,0.0022731940698604985,0.0017536587243852455,0.00036111367441094347,4.856251226835572,82.92422983123369,1.073582,1.0667786666666668,1.0698112083276703,1.065664755046828,0.004146453280842399,1.04825,1.07606,85.97626752966559,-14.023732470334407,1.0638485000000002,1.0821280880121722,1.0455689119878282,-1,-1,-1,-1,1.074154,,0,0.006803333333333272,0.008683999999999914,0,0.0029935703177204854,0,0.0011528829631219139,0.0015336702688235745,0,0,-0.009968088012172194,0.026591088012171804,-0.006580367014067834,0.02919336701406805,0
52995,EURUSD,1.07218,1.07334,1.07594,1.07217,0.0,2023-01-10 14:00:00.000,4h,EURUSD,0.0010999768063185977,0.0010999768063185977,0.0,0.0018322284962651453,0.0003128651286970703,5.8562886311283,85.41484972700988,1.073598,1.0682373333333333,1.0703540993541825,1.066233291710026,0.0041208076441565655,1.04825,1.07606,90.21934555915122,-9.780654440848776,1.0643984999999998,1.0831430085572449,1.0456539914427547,-1,-1,-1,-1,1.073582,,0,0.005360666666666791,0.006803333333333272,0,0.003219017783007702,0,0.0009017898611488637,0.0011528829631219139,0,0,-0.009803008557244919,0.027686008557245234,-0.009968088012172194,0.026591088012171804,0
52997,EURUSD,1.07329,1.0731,1.07454,1.07254,0.0,2023-01-10 22:00:00.000,4h,EURUSD,-0.000223626098097493,0.0,0.000223626098097493,0.001593343539561971,0.0003288384214183198,4.845369141141378,82.89244056527218,1.073494,1.0697273333333333,1.0707765456073852,1.0667419367685425,0.004034608838842768,1.05012,1.07606,88.5890516576713,-11.410948342328702,1.065291,1.0839007528477043,1.0466812471522957,-1,-1,-1,-1,1.073598,,0,0.003766666666666696,0.005360666666666791,0,0.0033821359941747153,0,0.0006524728446680528,0.0009017898611488637,0,0,-0.01080075284770432,0.02641875284770423,-0.009803008557244919,0.027686008557245234,0
52998,EURUSD,1.07306,1.07478,1.0757,1.07266,0.0,2023-01-11 02:00:00.000,4h,EURUSD,0.0015643335219841098,0.0015643335219841098,0.0,0.0010649947004622736,0.0003288384214183198,3.2386565288472764,76.40761894260031,1.073596,1.0710946666666668,1.0713924616677875,1.0673373488597615,0.004055112808025951,1.06296,1.07606,90.22900763358827,-9.770992366411733,1.06638,1.0845040625165903,1.04825593748341,-1,-1,-1,-1,1.073494,,0,0.0025013333333332444,0.003766666666666696,0,0.0035167313569449627,0,0.0005383814510809886,0.0006524728446680528,0,0,-0.009724062516590193,0.02652406251659012,-0.01080075284770432,0.02641875284770423,0
52999,EURUSD,1.0748,1.07415,1.07574,1.07254,0.0,2023-01-11 06:00:00.000,4h,EURUSD,-0.000586338334007383,0.0,0.000586338334007383,0.0010240466101062212,0.0003707197309902758,2.762320223341667,73.42065691814486,1.073506,1.0717873333333334,1.0718166983342816,1.0678419896849642,0.003974708649317371,1.06371,1.07606,84.53441295546506,-15.465587044534942,1.067479,1.0846136406901037,1.0503443593098964,-1,-1,-1,-1,1.073596,,0,0.0017186666666666461,0.0025013333333332444,0,0.0036083268154194444,0,0.00036638183389792666,0.0005383814510809886,0,0,-0.010463640690103748,0.02380564069010349,-0.009724062516590193,0.02652406251659012,0
53000,EURUSD,1.07416,1.07498,1.07552,1.07282,0.0,2023-01-11 10:00:00.000,4h,EURUSD,0.0007724056164733345,0.0007724056164733345,0.0,0.0009243651378436912,0.0003707197309902758,2.4934338816401924,71.37486971614035,1.07407,1.0724946666666668,1.0723033601290075,1.0683707311897817,0.003932628939225857,1.06602,1.07606,89.24302788844656,-10.756972111553432,1.0686015,1.0845102718603692,1.0526927281396308,-1,-1,-1,-1,1.073506,,0,0.001575333333333262,0.0017186666666666461,0,0.0036731872401807274,0,0.00025944169904512995,0.00036638183389792666,0,0,-0.009530271860369144,0.022287271860369273,-0.010463640690103748,0.02380564069010349,0
53001,EURUSD,1.07499,1.07468,1.07764,1.07362,0.0,2023-01-11 14:00:00.000,4h,EURUSD,-0.0002791139081971955,0.0,0.0002791139081971955,0.0008547570792186432,0.0003906564387186469,2.1880020255707198,68.63239132287003,1.074338,1.073028,1.0726689970322372,1.068838084434983,0.00383091259725421,1.06602,1.07764,74.52667814113717,-25.47332185886283,1.0697625,1.083666922431655,1.0558580775683448,0,-1,0,-1,1.07407,,0,0.0013099999999999223,0.001575333333333262,0,0.003704732311595424,0,0.00012618028565878616,0.00025944169904512995,0,0,-0.008986922431654998,0.018821922431655258,-0.009530271860369144,0.022287271860369273,0
53002,EURUSD,1.07466,1.07565,1.07678,1.07348,0.0,2023-01-11 18:00:00.000,4h,EURUSD,0.0009021871673590004,0.0009021871673590004,0.0,0.0009191990197442861,0.00035719949251196523,2.5733491760587968,72.01504944717036,1.074848,1.0735566666666665,1.0731276128734315,1.0693426707731324,0.0037849421002991157,1.06617,1.07764,82.65039232781204,-17.349607672187958,1.0710075,1.0818704604862734,1.0601445395137263,-1,-1,-1,-1,1.074338,,0,0.001291333333333533,0.0013099999999999223,0,0.0037207742693361624,0,6.416783096295335e-05,0.00012618028565878616,0,0,-0.006220460486273449,0.015505460486273659,-0.008986922431654998,0.018821922431655258,0
53003,EURUSD,1.07548,1.07668,1.07746,1.07491,0.0,2023-01-11 22:00:00.000,4h,EURUSD,0.0009571023761479613,0.0009571023761479613,0.0,0.0006337146872186575,0.00035719949251196523,1.7741197860112574,63.95252991444033,1.075228,1.0741873333333334,1.0736741339698266,1.0698861766417893,0.0037879573280372725,1.07116,1.07764,85.18518518518759,-14.814814814812404,1.072128,1.0799070747657131,1.0643489252342868,0,0,-1,-1,1.074848,,0,0.0010406666666666897,0.001291333333333533,0,0.0037342108810763846,0,5.374644696088792e-05,6.416783096295335e-05,0,0,-0.003227074765713045,0.012331074765713268,-0.006220460486273449,0.015505460486273659,0
53004,EURUSD,1.07665,1.07628,1.07752,1.07614,0.0,2023-01-12 02:00:00.000,4h,EURUSD,-0.00037158145492957595,0.0,0.00037158145492957595,0.000467411373439098,0.00038374102500693494,1.218038580656449,54.91512146267353,1.0756539999999999,1.074438,1.0740750364360072,1.070359793186842,0.0037152432491651677,1.0712,1.07764,78.88198757763932,-21.118012422360678,1.072754,1.0796642468536934,1.0658437531463065,0,0,0,-1,1.075228,,0,0.0012159999999998838,0.0010406666666666897,0,0.003730417354694141,-1,-1.5174105528973324e-05,5.374644696088792e-05,0,0,-0.00338424685369354,0.010436246853693376,-0.003227074765713045,0.012331074765713268,0
53005,EURUSD,1.07627,1.07654,1.07735,1.07428,0.0,2023-01-12 06:00:00.000,4h,EURUSD,0.00024154365089905372,0.00024154365089905372,0.0,0.000484664491360459,0.00026670384750658187,1.8172384684045406,64.50424728985331,1.075966,1.0745393333333335,1.0744542615996986,1.070817586284113,0.003636675315585647,1.0712,1.07764,82.91925465838698,-17.08074534161302,1.0733625,1.0792286665955164,1.0674963334044836,0,0,-1,-1,1.0756539999999999,,0,0.0014266666666664651,0.0012159999999998838,0,0.0037116689468724424,0,-7.49936312867956e-05,-1.5174105528973324e-05,0,0,-0.0026886665955163647,0.009043666595516475,-0.00338424685369354,0.010436246853693376,0
53006,EURUSD,1.07653,1.08291,1.08388,1.07275,0.0,2023-01-12 10:00:00.000,4h,EURUSD,0.005899667485901358,0.005899667485901358,0.0,0.0008821142831308316,0.00026670384750658187,3.3074674076798325,76.7845022293822,1.077612,1.0751826666666666,1.0757551444305142,1.071713320633438,0.004041823797076294,1.0712,1.08388,92.3501577287073,-7.649842271292694,1.074174,1.0806104893994721,1.0677375106005278,-1,-1,-1,-1,1.075966,,0,0.0024293333333333944,0.0014266666666664651,0,0.0037776999169132127,1,0.0002641238801630811,-7.49936312867956e-05,0,-1,0.00229951060052791,0.015172489399472244,-0.0026886665955163647,0.009043666595516475,-1
53007,EURUSD,1.08292,1.08488,1.08488,1.0752,0.0,2023-01-12 14:00:00.000,4h,EURUSD,0.0018175197249775538,0.0018175197249775538,0.0,0.000968705323054966,0.00026670384750658187,3.632138539100227,78.41169922792841,1.079458,1.0759333333333332,1.0771589683642813,1.0726886302161462,0.004470338148135022,1.0712,1.08488,100.0,-0.0,1.075032,1.0823593233426996,1.0677046766573004,-1,-1,-1,-1,1.077612,,0,0.0035246666666668425,0.0024293333333333944,0,0.003916227563157575,0,0.0005541105849774476,0.0002641238801630811,0,-1,0.0025206766573004913,0.017175323342699667,0.00229951060052791,0.015172489399472244,-1
53008,EURUSD,1.08486,1.08511,1.08669,1.08396,0.0,2023-01-12 18:00:00.000,4h,EURUSD,0.00021198254449213139,0.00021198254449213139,0.0,0.0009619084924680786,0.00026670384750658187,3.606653977664646,78.29227016293174,1.081144,1.076656,1.0783822040005457,1.0736087316816167,0.004773472318928995,1.0712,1.08669,89.79987088444213,-10.200129115557873,1.0759265,1.0835982122908603,1.0682547877091397,-1,-1,-1,-1,1.079458,,0,0.0044880000000000475,0.0035246666666668425,0,0.004087676514311859,0,0.0006857958046171363,0.0005541105849774476,0,-1,0.0015117877091397336,0.01685521229086029,0.0025206766573004913,0.017175323342699667,-1
53009,EURUSD,1.08414,1.08557,1.0868,1.08396,0.0,2023-01-12 22:00:00.000,4h,EURUSD,0.00042383032679695065,0.00042383032679695065,0.0,0.0009921820872392895,0.00010433284251654625,9.509777202532733,90.48505043704435,1.083002,1.0773873333333333,1.0794880187696925,1.0744947515570524,0.00499326721264004,1.07217,1.0868,91.5926179084069,-8.407382091593103,1.076579,1.0851928172967105,1.0679651827032894,-1,-1,-1,-1,1.081144,,0,0.005614666666666768,0.0044880000000000475,0,0.004268794653977495,0,0.0007244725586625454,0.0006857958046171363,0,-1,0.00037718270328945813,0.017604817296710484,0.0015117877091397336,0.01685521229086029,-1
53010,EURUSD,1.08558,1.08372,1.08562,1.08316,0.0,2023-01-13 02:00:00.000,4h,EURUSD,-0.0017056276002712784,0.0,0.0017056276002712784,0.0009136123153593896,0.00022616338539306613,4.039611954744818,80.15720240010751,1.084438,1.078158,1.0801390928051244,1.0751781032935672,0.004960989511557212,1.07254,1.0868,78.40112201963545,-21.59887798036455,1.0770140000000001,1.0861586697733279,1.0678693302266724,-1,-1,0,-1,1.083002,,0,0.006280000000000063,0.005614666666666768,0,0.004407233625493438,0,0.000553755886063774,0.0007244725586625454,0,0,-0.0024386697733278506,0.015850669773327608,0.00037718270328945813,0.017604817296710484,0
53011,EURUSD,1.08376,1.08425,1.08644,1.08331,0.0,2023-01-13 06:00:00.000,4h,EURUSD,0.0004889366647678334,0.0004889366647678334,0.0,0.0009485363628428062,0.00021019009267181664,4.51275486292219,81.86024909749167,1.084706,1.0788853333333333,1.0807715400658744,1.075850095642192,0.004921444423682475,1.07254,1.0868,82.11781206171064,-17.882187938289363,1.0775635,1.0870719101831265,1.0680550898168732,-1,-1,-1,-1,1.084438,,0,0.005820666666666696,0.006280000000000063,0,0.004510075785131246,0,0.0004113686385512289,0.000553755886063774,0,0,-0.002821910183126608,0.016194910183126687,-0.0024386697733278506,0.015850669773327608,0
53012,EURUSD,1.08426,1.07936,1.08518,1.07928,0.0,2023-01-13 10:00:00.000,4h,EURUSD,-0.00452023084219004,0.0,0.00452023084219004,0.0008367982541296555,0.0005330637242568195,1.5697902821961727,61.08631871915289,1.083602,1.0793026666666667,1.08055438005574,1.0761100885575852,0.00444429149815484,1.07254,1.0868,47.82608695652228,-52.17391304347772,1.0778505,1.0872029631711908,1.0684980368288093,0,0,0,0,1.084706,,0,0.004299333333333211,0.005820666666666696,0,0.004496918927735965,-1,-5.2627429581125415e-05,0.0004113686385512289,0,0,-0.007842963171190709,0.010861963171190814,-0.002821910183126608,0.016194910183126687,0
53013,EURUSD,1.07938,1.0828,1.08386,1.07804,0.0,2023-01-13 14:00:00.000,4h,EURUSD,0.003182005866860585,0.003182005866860585,0.0,0.0010640843874768402,0.0004911824146848635,2.1663731348353408,68.41812517298274,1.08314,1.0798373333333333,1.0808998600471647,1.0766056375533197,0.004294222493844924,1.07275,1.0868,71.53024911032004,-28.46975088967995,1.078277,1.0877195154989243,1.0688344845010755,0,-1,0,-1,1.083602,,0,0.003302666666666676,0.004299333333333211,0,0.004456379640957757,0,-0.00016215714711283365,-5.2627429581125415e-05,0,0,-0.004919515498924332,0.013965515498924441,-0.007842963171190709,0.010861963171190814,0
53014,EURUSD,1.08282,1.0833,1.08358,1.0818,0.0,2023-01-13 18:00:00.000,4h,EURUSD,0.00046165921137558685,0.00046165921137558685,0.0,0.0010418882156841439,0.0004911824146848635,2.12118387086925,67.96087505983746,1.082686,1.0804473333333333,1.0812691123476008,1.0771015162530737,0.004167596094527104,1.07275,1.0868,75.08896797152966,-24.911032028470352,1.078712,1.0882424599767524,1.0691815400232474,0,-1,0,-1,1.08314,,0,0.002238666666666722,0.003302666666666676,0,0.004398622931671627,0,-0.0002310268371445226,-0.00016215714711283365,0,0,-0.004942459976752467,0.01411845997675254,-0.004919515498924332,0.013965515498924441,0
53015,EURUSD,1.08302,1.0868,1.08722,1.08205,0.0,2023-01-15 22:00:00.000,4h,EURUSD,0.0032256606006709765,0.0032256606006709765,0.0,0.0012722925443034994,0.00047124570695649244,2.6998496230777613,72.97187448477598,1.0833020000000002,1.0812353333333333,1.0821200181402775,1.0778199224565497,0.0043000956837278,1.07275,1.08722,97.09744298548661,-2.9025570145133894,1.079444,1.0891035900534165,1.0697844099465836,-1,-1,-1,-1,1.082686,,0,0.002066666666666883,0.002238666666666722,0,0.004378917482082862,0,-7.88217983550615e-05,-0.0002310268371445226,0,0,-0.0023035900534165155,0.017015590053416352,-0.004942459976752467,0.01411845997675254,0
