Date,Open,High,Low,Close,Adj Close,Volume,Name,Return,Up,Down,avg_14up,avg_14down,RS_14,RSI,5MA,15MA,12Ewm,26Ewm,MACD,low_14,high_14,k_percent,r_percent,B_MA,BU,BL
2019-05-01,1.1218308210372925,1.1249985694885254,1.121440887451172,1.121604323387146,1.121604323387146,0,EURUSD=X,0.002755288572088385,0.002755288572088385,0.0,0.001009430541649223,0.0013934126307733388,0.7244304517958854,42.009838729154716,1.1168365955352784,1.1235670884450277,1.1210553028731338,1.1229171626903665,-0.0018618598172326362,1.1121737957000732,1.132502794265747,46.38953392911594,-53.61046607088406,1.1237542986869813,1.1337483074639216,1.113760289910041
2019-05-02,1.1201846599578855,1.1218183040618896,1.1173559427261353,1.1200841665267944,1.1200841665267944,0,EURUSD=X,-0.0013562607830761714,0.0,0.0013562607830761714,0.001009430541649223,0.001390476789056419,0.7259600085336376,42.061229978926775,1.117783546447754,1.1230626980463663,1.1209058972813892,1.1227073111226946,-0.0018014138413053882,1.1121737957000732,1.13237464427948,39.15860660816609,-60.84139339183392,1.123523759841919,1.1336383985161336,1.1134091211677044
2019-05-03,1.1172560453414917,1.1200717687606812,1.1141316890716553,1.1173559427261353,1.1173559427261353,0,EURUSD=X,-0.0024387022843649214,0.0,0.0024387022843649214,0.0007289695497000781,0.001564669809368199,0.4658935357066997,31.782221857066503,1.1185177564620972,1.122481401761373,1.1203597504267349,1.1223109134636904,-0.0019511630369555277,1.1121737957000732,1.13237464427948,25.653115539635422,-74.34688446036458,1.123262232542038,1.1337427775150648,1.1127816875690113
2019-05-06,1.1187058687210083,1.1204482316970823,1.1179929971694946,1.1185808181762695,1.1185808181762695,0,EURUSD=X,0.0010956263111556036,0.0010956263111556036,0.0,0.0008072285719254783,0.0015638638825856302,0.5161757240603567,34.0445844019996,1.1192286968231202,1.1216864188512166,1.1200860685420477,1.1220346101090666,-0.0019485415670188466,1.1121737957000732,1.13237464427948,31.716600671556794,-68.28339932844321,1.1230934381484985,1.1337694325581358,1.1124174437388612
2019-05-07,1.1204482316970823,1.121956706047058,1.1176055669784546,1.1201846599578855,1.1201846599578855,0,EURUSD=X,0.0014327914841073403,0.0014327914841073403,0.0,0.0009095708207902883,0.0014380051812337405,0.6325226311145274,38.745106441967216,1.1195619821548461,1.1209992090861003,1.1201012364521765,1.1218975767645347,-0.0017963403123582022,1.1121737957000732,1.130600094795227,43.47516675184746,-56.52483324815254,1.1228204488754272,1.1335010063083133,1.112139891442541
2019-05-08,1.118956208229065,1.1214998960494995,1.118956208229065,1.1191065311431885,1.1191065311431885,0,EURUSD=X,-0.0009629197866594941,0.0,0.0009629197866594941,0.0008329511545464118,0.0015067851659951329,0.5528002089112034,35.60021474358362,1.1190624237060547,1.1203728040059409,1.1199482048661784,1.121690832644435,-0.0017426277782566224,1.1121737957000732,1.1263798475265503,48.80128221265598,-51.19871778734403,1.1224409222602845,1.1330808390978826,1.1118010054226863
2019-05-09,1.1197456121444702,1.1250998973846436,1.1175681352615356,1.1198333501815796,1.1198333501815796,0,EURUSD=X,0.0006492528629150618,0.0006492528629150618,0.0,0.0008793263590403448,0.001118891378657044,0.7858907270299655,44.00553265299412,1.1190122604370116,1.1197141091028848,1.1199305349147017,1.1215532413508902,-0.001622706436188448,1.1121737957000732,1.1263798475265503,53.91754567043443,-46.08245432956558,1.1220500886440277,1.1324560270542123,1.111644150233843
2019-05-10,1.1218559741973877,1.1252391338348389,1.1218559741973877,1.1222084760665894,1.1222084760665894,0,EURUSD=X,0.0021187176311266154,0.0021187176311266154,0.0,0.000976067358668463,0.001118891378657044,0.8723522026239882,46.59124503399731,1.1199827671051026,1.1196216424306233,1.1202809873996076,1.121601777255757,-0.0013207898561493625,1.1121737957000732,1.1261261701583862,71.92095077793252,-28.079049222067482,1.1218567430973052,1.1320900354330574,1.111623450761553
2019-05-13,1.1236711740493774,1.126341700553894,1.1224100589752195,1.1236460208892822,1.1236460208892822,0,EURUSD=X,0.0012801764504052071,0.0012801764504052071,0.0,0.0009758868836111785,0.001118891378657044,0.8721909045205912,46.586643617090516,1.1209958076477051,1.1195677359898886,1.1207986848595575,1.1217532027100923,-0.0009545178505347973,1.1121737957000732,1.126341700553894,80.97333591363831,-19.026664086361684,1.1215137660503387,1.1309557559901597,1.1120717761105177
2019-05-14,1.1232421398162842,1.124606370925903,1.120485782623291,1.1232547760009766,1.1232547760009766,0,EURUSD=X,-0.00034825292936949137,0.0,0.00034825292936949137,0.0009758868836111785,0.0009237512112548791,1.0564390841614975,51.37225275954406,1.1216098308563232,1.1193915287653604,1.1211765450351603,1.1218644303612688,-0.0006878853261085283,1.1121737957000732,1.126341700553894,78.2118486482848,-21.7881513517152,1.121151864528656,1.1296527198640733,1.1126510091932387
2019-05-15,1.120360255241394,1.1222715377807615,1.1180429458618164,1.1204482316970823,1.1204482316970823,0,EURUSD=X,-0.002501708789448262,0.0,0.002501708789448262,0.0009758868836111785,0.0006500952880289522,1.501144373111834,60.018301592249315,1.121878170967102,1.1192590634028117,1.1210644968293022,1.1217595267565144,-0.0006950299272121541,1.112297534942627,1.126341700553894,58.03617658792315,-41.963823412076856,1.120749145746231,1.1285151255726655,1.1129831659197966
2019-05-16,1.1209505796432495,1.122435212135315,1.1174308061599731,1.1207244396209717,1.1207244396209717,0,EURUSD=X,0.000246485180568759,0.000246485180568759,0.0,0.0009934929679375184,0.0005434174694941672,1.8282315599134087,64.64221621122789,1.1220563888549804,1.1196173985799154,1.121012180335713,1.121682853635363,-0.000670673299649982,1.1141316890716553,1.126341700553894,53.99463021723212,-46.00536978276788,1.1202996790409088,1.1268220333434027,1.1137773247384148
2019-05-17,1.117480754852295,1.1184431314468384,1.1157352924346924,1.1173559427261353,1.1173559427261353,0,EURUSD=X,-0.0030101684148013397,0.0,0.0030101684148013397,0.0009075224628073073,0.0007584294991228342,1.1965811770993973,54.47470776743577,1.1210858821868896,1.1198621352513631,1.1204496822419316,1.121362341716161,-0.0009126594742292493,1.1141316890716553,1.126341700553894,26.40663900414938,-73.59336099585062,1.11998770236969,1.1264428425958164,1.1135325621435637
2019-05-20,1.1165324449539185,1.1177005767822266,1.11512553691864,1.1165324449539185,1.1165324449539185,0,EURUSD=X,-0.0007372774880440303,0.0,0.0007372774880440303,0.0006841670351690694,0.000811092176840265,0.8435132956581433,45.75574787796715,1.119663166999817,1.1199625571568808,1.119847030351468,1.1210045715856245,-0.0011575412341564562,1.1141316890716553,1.126341700553894,19.662191847693432,-80.33780815230656,1.1195915937423706,1.125862233766658,1.1133209537180833
2019-05-21,1.1169440746307373,1.11831796169281,1.1142433881759644,1.1168566942214966,1.1168566942214966,0,EURUSD=X,0.0002903652249119648,0.0002903652249119648,0.0,0.0005081010817993252,0.000811092176840265,0.6264406146520998,38.51604596003631,1.1183835506439208,1.11985178788503,1.1193869786391648,1.120697321410504,-0.0013103427713392346,1.1141316890716553,1.126341700553894,22.31779350744447,-77.68220649255552,1.1191395342350006,1.124766492241848,1.113512576228153
2019-05-23,1.115511178970337,1.1172809600830078,1.1109507083892822,1.1155484914779663,1.1155484914779663,0,EURUSD=X,-0.0011720120537771772,0.0,0.0011720120537771772,0.0005081010817993252,0.0007979315533189083,0.6367727653906338,38.904164271004404,1.1174036026000977,1.1194480657577515,1.1187964421528267,1.1203159266006864,-0.0015194844478596536,1.1109507083892822,1.126341700553894,29.873207909595767,-70.12679209040424,1.1187951982021331,1.1244158437380318,1.1131745526662344
2019-05-24,1.1183805465698242,1.1212018728256226,1.1178054809570312,1.1184556484222412,1.1184556484222412,0,EURUSD=X,0.0026026438656781975,0.0026026438656781975,0.0,0.0006940042150620536,0.0006237385330071282,1.1126524630700063,52.666138066700874,1.1169498443603516,1.1193394978841147,1.1187440123481212,1.1201781282170977,-0.001434115868976571,1.1109507083892822,1.126341700553894,48.76189886065262,-51.23810113934737,1.1189505100250243,1.1243370387021756,1.113563981347873
2019-05-27,1.1206364631652832,1.1218308210372925,1.118806004524231,1.1209630966186523,1.1209630966186523,0,EURUSD=X,0.0022393750608959845,0.0022393750608959845,0.0,0.0007757005543292236,0.0006237385330071282,1.2436309659906144,55.429390342788516,1.117671275138855,1.1195799748102824,1.1190854099282028,1.1202362740246203,-0.0011508640964175143,1.1109507083892822,1.126341700553894,65.0535593955495,-34.9464406044505,1.1193144202232361,1.1241592753132945,1.1144695651331777
2019-05-28,1.1193571090698242,1.1199462413787842,1.1171810626983645,1.11938214302063,1.11938214302063,0,EURUSD=X,-0.0014113484229800882,0.0,0.0014113484229800882,0.0006733583054644136,0.000724549134648563,0.9293480224650615,48.169019360108265,1.1182412147521972,1.119633396466573,1.1191310611731917,1.1201730050613619,-0.0010419438881701382,1.1109507083892822,1.126341700553894,54.781618632319876,-45.218381367680124,1.1195322215557098,1.1239370332082543,1.1151274099031652
2019-05-29,1.1170687675476074,1.1175681352615356,1.1125946044921875,1.1170687675476074,1.1170687675476074,0,EURUSD=X,-0.0020687923774010686,0.0,0.0020687923774010686,0.0006733583054644136,0.000803540033987247,0.8379897416226315,45.592732246853,1.1182836294174194,1.1194256703058878,1.1188137852307942,1.1199430615418247,-0.001129276311030436,1.1109507083892822,1.126341700553894,39.75090814737934,-60.24909185262065,1.1194597482681274,1.1239809642891347,1.1149385322471201
2019-05-30,1.113833785057068,1.1146035194396973,1.1118524074554443,1.1137346029281616,1.1137346029281616,0,EURUSD=X,-0.0029892075171091548,0.0,0.0029892075171091548,0.0006269831009704806,0.001017054856637901,0.6164693053461359,38.13677768623827,1.1179208517074586,1.1190675417582194,1.1180323725688508,1.1194831757185904,-0.0014508031497395546,1.1109507083892822,1.126341700553894,18.087817270678265,-81.91218272932174,1.1190662622451781,1.124137918980271,1.1139946055100853
2019-05-31,1.1129908561706543,1.1179429292678833,1.1126564741134644,1.1131147146224976,1.1131147146224976,0,EURUSD=X,-0.0005567402489159851,0.0,0.0005567402489159851,0.0004756461273185795,0.001056822017274757,0.4500721214581954,31.037912859506747,1.1168526649475097,1.1186196327209472,1.1172758098078734,1.1190114378596205,-0.0017356280517470957,1.1109507083892822,1.126341700553894,14.060212688503512,-85.93978731149649,1.1187177896499634,1.1244142190333504,1.1130213602665764
2019-06-03,1.1173434257507324,1.1211000680923462,1.1162209510803225,1.1174057722091677,1.1174057722091677,0,EURUSD=X,0.0038475888526604135,0.0038475888526604135,0.0,0.0006590327274796656,0.001056822017274757,0.6235985972161362,38.40842177896521,1.1161412000656128,1.1182994524637857,1.117295804023457,1.1188924996632907,-0.0015966956398336674,1.1109507083892822,1.124606370925903,47.2702353516331,-52.7297646483669,1.118720281124115,1.1244142456155601,1.11302631663267
2019-06-04,1.1245558261871338,1.1277772188186646,1.1227755546569824,1.124631643295288,1.124631643295288,0,EURUSD=X,0.006445830078431913,0.006445830078431913,0.0,0.0011194491616533739,0.001031946808034079,1.0847934728205537,52.03361805200385,1.1171911001205443,1.1183651606241862,1.1184243946806618,1.1193176214138092,-0.0008932267331474009,1.1109507083892822,1.1277772188186646,81.30583559450517,-18.694164405494824,1.119022822380066,1.1252988415477205,1.1127468032124115
2019-06-05,1.1255050897598269,1.130454421043396,1.123987078666687,1.1254037618637085,1.1254037618637085,0,EURUSD=X,0.0006863168436884864,0.0006863168436884864,0.0,0.0011684717933454086,0.0008532533230734889,1.3694312834744984,57.79577964659878,1.1188580989837646,1.1185084263483682,1.1194981434780535,1.1197684466323203,-0.0002703031542667933,1.1109507083892822,1.130454421043396,74.10411407685396,-25.89588592314604,1.119283777475357,1.1261677718745282,1.1123997830761858
2019-06-06,1.122725009918213,1.1307867765426636,1.1223849058151243,1.1229015588760376,1.1229015588760376,0,EURUSD=X,-0.0022258578473965673,0.0,0.0022258578473965673,0.0011508657090190685,0.0010122431693161008,1.1369458880089307,53.20424323276918,1.1206914901733398,1.118671981493632,1.1200217458469741,1.1200005290207438,2.121682623035248e-05,1.1109507083892822,1.1307867765426636,60.248081395698236,-39.751918604301764,1.1194735288619995,1.1265436492948804,1.1124034084291186
2019-06-07,1.127548336982727,1.1348161697387695,1.1253150701522827,1.127650022506714,1.127650022506714,0,EURUSD=X,0.004219828344535825,0.004219828344535825,0.0,0.001452282019343056,0.0007972311396874336,1.8216574178379998,64.55983658121698,1.1235985517501832,1.1191336870193482,1.1211953268715495,1.1205671581678527,0.0006281687036968631,1.1109507083892822,1.1348161697387695,69.97272700027067,-30.027272999729337,1.1198643624782563,1.1278262046688345,1.111902520287678
2019-06-10,1.1319003105163574,1.1326953172683716,1.12920343875885,1.1320157051086426,1.1320157051086426,0,EURUSD=X,0.0038640122567030893,0.0038640122567030893,0.0,0.0017282828948218482,0.000744568461970003,2.321187349581128,69.89028637224814,1.126520538330078,1.1201110045115152,1.122860000446487,1.1214151986819854,0.0014448017645016797,1.1109507083892822,1.1348161697387695,88.26561703913126,-11.734382960868741,1.1203547239303588,1.1299623754283037,1.110747072432414
2019-06-11,1.1318362951278689,1.1332728862762451,1.13047993183136,1.1318106651306152,1.1318106651306152,0,EURUSD=X,-0.00018114461540294502,0.0,0.00018114461540294502,0.0017075425216138507,0.0007575073630702133,2.2541596357467735,69.27010005855115,1.1279563426971435,1.1211295525232952,1.1242370257825067,1.1221852332337356,0.002051792548771081,1.1109507083892822,1.1348161697387695,87.4064675970789,-12.59353240292111,1.1207629561424255,1.1315774783187533,1.1099484339660977
2019-06-12,1.132939100265503,1.1343011856079102,1.1308507919311523,1.1329518556594849,1.1329518556594849,0,EURUSD=X,0.0010077795044542842,0.0010077795044542842,0.0,0.0017795267719320138,0.0006737922163718435,2.6410616339770123,72.53548276501618,1.1294659614562987,1.1222025632858277,1.1255777688405033,1.1229827608208283,0.002595008019675049,1.1118524074554443,1.1348161697387695,91.88149547847213,-8.118504521527871,1.121247810125351,1.1333281500871948,1.109167470163507
2019-06-13,1.1293054819107056,1.1305004358291626,1.127116084098816,1.1295605897903442,1.1295605897903442,0,EURUSD=X,-0.002997789838162998,0.0,0.002997789838162998,0.0015936236386692854,0.0008879200619549148,1.7947827816398674,64.21904390675974,1.13079776763916,1.1231367031733195,1.1261905105250942,1.1234700074111628,0.0027205031139314606,1.1118524074554443,1.1348161697387695,77.1135936542874,-22.886406345712594,1.121703428030014,1.134331722419702,1.109075133640326
