id,name,Open,Close,High,Low,data_volume,data_datetime,timeframe,Name,Return,Up,Down,avg_14up,avg_14down,RS_14,RSI,5MA,15MA,12Ewm,26Ewm,MACD,low_14,high_14,k_percent,B_MA,BU,BL
41912,EURUSD,1.08817,1.08825,1.08858,1.08808,0.0,2023-04-11 04:00:00.000,1h,EURUSD,-0.0024871411171715485,0.0,0.0024871411171715485,0.002992245171933288,0.0011512572475180951,2.599110822871286,72.21535959256116,1.0917379999999999,1.082074,1.0853126380380627,1.0787892609412262,0.00652337709683648,1.06122,1.09733,74.85461091110493,1.0778555,1.1025349578759875,1.0531760421240126
41937,EURUSD,1.09257,1.09354,1.09356,1.09253,0.0,2023-04-12 05:00:00.000,1h,EURUSD,0.004849238805057651,0.004849238805057651,0.0,0.0032000132217892825,0.0011512572475180951,2.779581391290208,73.54204351030955,1.0910559999999998,1.0842726666666667,1.086578386032207,1.079881908278913,0.00669647775329385,1.0703,1.09733,85.97854236034046,1.0798134999999998,1.1028070389323081,1.0568199610676914
41962,EURUSD,1.0984,1.09812,1.09915,1.09769,0.0,2023-04-13 06:00:00.000,1h,EURUSD,0.004179486477822597,0.004179486477822597,0.0,0.0028454821964427257,0.0011512572475180951,2.4716302134706005,71.1950888052591,1.092534,1.0866393333333333,1.088354018950329,1.0812328780360307,0.007121140914298163,1.07608,1.09915,95.53532726484578,1.0818135,1.1037984635456888,1.0598285364543112
41992,EURUSD,1.10544,1.10346,1.10734,1.10186,0.0,2023-04-14 12:00:00.000,1h,EURUSD,0.004851071023657644,0.004851071023657644,0.0,0.002857734742641243,0.0011512572475180951,2.4822729661871907,71.28312427802236,1.0948660000000001,1.0887113333333331,1.0906780160348937,1.0828793315148433,0.007798684520050392,1.07657,1.10734,87.39031524211931,1.083516,1.106697719113401,1.0603342808865988
42017,EURUSD,1.09546,1.09324,1.09571,1.09298,0.0,2023-04-17 13:00:00.000,1h,EURUSD,-0.009304933526395442,0.0,0.009304933526395442,0.0023227411845530913,0.001815895356546341,1.2791162090808594,56.12334307414328,1.095322,1.0897666666666666,1.0910721674141408,1.0836467884396697,0.007425378974471153,1.07657,1.10734,54.17614559636004,1.0846645000000001,1.1073538487415526,1.0619751512584477
42042,EURUSD,1.0958,1.09622,1.0971,1.09533,0.0,2023-04-18 14:00:00.000,1h,EURUSD,0.0027221340788625703,0.0027221340788625703,0.0,0.002517179333043275,0.0016676875305676692,1.509383075009528,60.14956783765655,1.096916,1.0904806666666667,1.0918641416581192,1.0845781374441386,0.007286004213980624,1.07657,1.10734,63.86090347741297,1.0857845,1.1084313052586021,1.0631376947413977
42072,EURUSD,1.09549,1.0956,1.09569,1.09518,0.0,2023-04-19 20:00:00.000,1h,EURUSD,-0.000565739902488871,0.0,0.000565739902488871,0.002517179333043275,0.0013438490643519158,1.8731116461038049,65.1945304194465,1.097328,1.0913033333333333,1.0924388890953316,1.0853945717075357,0.007044317387795873,1.08101,1.10734,55.412077478161414,1.0875365000000001,1.1071906039239297,1.0678823960760706
42097,EURUSD,1.09654,1.09681,1.09706,1.09638,0.0,2023-04-20 21:00:00.000,1h,EURUSD,0.0011038082501491492,0.0011038082501491492,0.0,0.0023670763712761505,0.0013438490643519158,1.7614153509253632,63.78668643002599,1.0970659999999999,1.092574,1.0931113676960498,1.086240158988459,0.006871208707590837,1.08316,1.10734,56.45161290322627,1.0892460000000002,1.1054133229890286,1.0730786770109717
42122,EURUSD,1.09882,1.09926,1.09932,1.0988,0.0,2023-04-23 22:00:00.000,1h,EURUSD,0.0022312594921358314,0.0022312594921358314,0.0,0.002395106419580309,0.0013438490643519158,1.7822733840540137,64.0581689157047,1.096226,1.0937773333333332,1.0940573111274268,1.0872045916559805,0.006852719471446278,1.08645,1.10734,61.32120631881255,1.09059,1.1052529328580605,1.0759270671419394
42152,EURUSD,1.10514,1.10492,1.10544,1.10452,0.0,2023-04-25 05:00:00.000,1h,EURUSD,0.0051357080097244046,0.0051357080097244046,0.0,0.002411988973357586,0.0013438490643519158,1.7948362188433646,64.21972803780798,1.0985619999999998,1.0952253333333333,1.0957284940308996,1.0885168441259079,0.007211649904991679,1.08808,1.10734,87.4350986500515,1.0919655,1.106583830922077,1.0773471690779228
42177,EURUSD,1.09882,1.10068,1.10117,1.0985,0.0,2023-04-26 06:00:00.000,1h,EURUSD,-0.003844763531959422,0.0,0.003844763531959422,0.0018609442611992322,0.001618475030920446,1.1498133895466345,53.48433473982195,1.0994540000000002,1.0960360000000002,1.0964902641799918,1.0894178186350998,0.007072445544892059,1.08808,1.10734,65.42056074766423,1.092724,1.107505330187275,1.077942669812725
42202,EURUSD,1.10558,1.10498,1.10583,1.10401,0.0,2023-04-27 07:00:00.000,1h,EURUSD,0.003899064631570179,0.003899064631570179,0.0,0.0021394488777399592,0.001212303276863871,1.7647802481195445,63.83076012351627,1.10133,1.0965713333333333,1.0977963773830701,1.0905705728102775,0.007225804572792649,1.08808,1.10734,87.74662512980316,1.09381,1.1088528930588146,1.0787671069411853
42232,EURUSD,1.09846,1.10004,1.10156,1.09828,0.0,2023-04-28 13:00:00.000,1h,EURUSD,-0.004480692478858683,0.0,0.004480692478858683,0.0020694121977842877,0.0015323527396394912,1.3504803066891424,57.45550400255905,1.101976,1.097192,1.098141550093367,1.0912720118613681,0.006869538231998762,1.08808,1.10734,62.09761163032158,1.0949244999999999,1.1081506152748317,1.081698384725168
42257,EURUSD,1.10118,1.09816,1.10127,1.0978,0.0,2023-05-01 14:00:00.000,1h,EURUSD,-0.0017104908182802997,0.0,0.0017104908182802997,0.0020694121977842877,0.0015995543839395904,1.293742944011363,56.40313564295172,1.101756,1.097616,1.0981443885405413,1.0917822332049705,0.006362155335570829,1.08808,1.10734,52.336448598131156,1.095772,1.1073699482759023,1.0841740517240976
42282,EURUSD,1.09791,1.09967,1.09976,1.09778,0.0,2023-05-02 15:00:00.000,1h,EURUSD,0.0013740828340556427,0.0013740828340556427,0.0,0.002167560971645405,0.0014219014469987656,1.5244101313916778,60.386785508236265,1.100706,1.0981966666666667,1.0983790979958425,1.0923665122268247,0.006012585769017864,1.09253,1.10734,48.21066846725138,1.0965954999999998,1.1066742436038206,1.086516756396179
42312,EURUSD,1.10572,1.10609,1.10669,1.10542,0.0,2023-05-03 21:00:00.000,1h,EURUSD,0.005821139315990431,0.005821139315990431,0.0,0.002236982436712032,0.0014219014469987656,1.573233110799397,61.13838284595439,1.1017879999999998,1.099386,1.0995653906118668,1.0933830668766895,0.006182323735177242,1.09298,1.10734,91.29526462395557,1.0974739999999998,1.1076514433766138,1.0872965566233859
42337,EURUSD,1.10135,1.10214,1.10215,1.101,0.0,2023-05-04 22:00:00.000,1h,EURUSD,-0.003577529707422533,0.0,0.003577529707422533,0.0019384476882961324,0.0016774392832432322,1.1555993159694313,53.6091892128722,1.10122,1.0999593333333333,1.0999614843638872,1.0940317285895274,0.005929755774359835,1.09298,1.10734,63.788300835653764,1.0977335,1.1081172611581471,1.0873497388418527
42362,EURUSD,1.10163,1.10184,1.10219,1.10143,0.0,2023-05-07 23:00:00.000,1h,EURUSD,-0.0002722347769514716,0.0,0.0002722347769514716,0.0015919426151777291,0.0016968846244540517,0.9381560727441407,48.40456792604175,1.10158,1.1002073333333333,1.100250486769443,1.094610119064377,0.0056403677050658185,1.09298,1.10669,64.62436177972239,1.0982889999999998,1.10827635600647,1.0883016439935298
42392,EURUSD,1.09886,1.09942,1.09944,1.09846,0.0,2023-05-09 05:00:00.000,1h,EURUSD,-0.002198741607034302,0.0,0.002198741607034302,0.0015919426151777291,0.0011892994873568274,1.338554865365124,57.23854869473555,1.101832,1.099938,1.100122719574144,1.0949664065410898,0.005156313033054305,1.09518,1.10669,36.83753258036538,1.0986699999999998,1.1081852885289645,1.0891547114710352
42417,EURUSD,1.09665,1.09695,1.09752,1.09644,0.0,2023-05-10 06:00:00.000,1h,EURUSD,-0.0022491666169719704,0.0,0.0022491666169719704,0.0013975044666875455,0.0013499542457119681,1.0352235797076954,50.86534914539351,1.101288,1.1001853333333333,1.0996346088704296,1.095113339389898,0.0045212694805316644,1.09518,1.10669,15.377932232841557,1.0989695000000002,1.1078166071096998,1.0901223928903006
42442,EURUSD,1.09309,1.09301,1.09387,1.09242,0.0,2023-05-11 07:00:00.000,1h,EURUSD,-0.0035982431195518416,0.0,0.0035982431195518416,0.0013975044666875455,0.0015665616183593231,0.8920839437845841,47.14822229294013,1.0986719999999999,1.0999713333333334,1.0986154382749789,1.0949575364721278,0.0036579018028510824,1.09242,1.10669,4.134548002803716,1.0992075,1.1070381251010792,1.0913768748989205
42472,EURUSD,1.0887,1.08884,1.08944,1.08796,0.0,2023-05-12 13:00:00.000,1h,EURUSD,-0.0038224489102014064,0.0,0.0038224489102014064,0.0013186610202483207,0.0018395936833737092,0.7168218896196534,41.75283959004384,1.096012,1.0995206666666666,1.097111524694213,1.0945043856223404,0.0026071390718724885,1.08796,1.10669,4.698344901227955,1.0989725,1.1077447502064282,1.0902002497935717
42497,EURUSD,1.08794,1.08648,1.08817,1.08647,0.0,2023-05-15 14:00:00.000,1h,EURUSD,-0.0021697965595039864,0.0,0.0021697965595039864,0.0011592853422386184,0.001994579151909708,0.5812180184118849,36.7576141711083,1.09294,1.098832,1.095475905510488,1.093909986687352,0.0015659188231358367,1.08647,1.10669,0.04945598417331115,1.0983905,1.108793789914859,1.087987210085141
42522,EURUSD,1.08665,1.08648,1.08682,1.0855,0.0,2023-05-16 15:00:00.000,1h,EURUSD,0.0,0.0,0.0,0.0007924490558297323,0.001994579151909708,0.3973013831368901,28.4334781265988,1.090352,1.09798,1.0940919200473358,1.0933596173031037,0.0007323027442320829,1.0855,1.10669,4.624823029730906,1.0975415,1.1089278191686558,1.086155180831344
42552,EURUSD,1.08377,1.08392,1.08451,1.08377,0.0,2023-05-17 21:00:00.000,1h,EURUSD,-0.0023590132576370576,0.0,0.0023590132576370576,0.0007924490558297323,0.0018884541323152537,0.4196284369682763,29.559032915994877,1.0877459999999999,1.0965799999999999,1.0925270092708226,1.0926603863917628,-0.00013337712094019238,1.08377,1.10669,0.6544502617805156,1.0970755,1.1098778722719445,1.0842731277280557
42577,EURUSD,1.07709,1.07765,1.07769,1.07702,0.0,2023-05-18 22:00:00.000,1h,EURUSD,-0.005801355112352996,0.0,0.005801355112352996,0.0005139444392890052,0.0023028366403404677,0.2231788526749427,18.24580699599882,1.0846740000000001,1.0950446666666667,1.090238238613773,1.091548505918299,-0.0013102673045259916,1.07702,1.10669,2.12335692618777,1.096147,1.1116246879818381,1.0806693120181619
42602,EURUSD,1.08174,1.0822,1.08243,1.0817,0.0,2023-05-21 23:00:00.000,1h,EURUSD,0.004213261782812255,0.004213261782812255,0.0,0.0008148917094898807,0.0019827871775648476,0.41098294295542437,29.127421065387608,1.0833460000000001,1.093526,1.0890015865193465,1.090856023998425,-0.0018544374790785412,1.07702,1.10669,17.458712504212965,1.095477,1.1121670286651066,1.0787869713348934
42628,EURUSD,1.08117,1.08046,1.08118,1.08042,0.0,2023-05-23 01:00:00.000,1h,EURUSD,-0.0016091298451429148,0.0,0.0016091298451429148,0.0008148917094898807,0.0019755471080550343,0.41248913081711214,29.20299504028685,1.082142,1.0922206666666665,1.087687496285601,1.09008594814669,-0.0023984518610891126,1.07702,1.10669,11.5942028985504,1.0946595,1.1126273853572284,1.0766916146427714
42638,EURUSD,1.07778,1.07729,1.07844,1.07729,0.0,2023-05-23 11:00:00.000,1h,EURUSD,-0.002938247971850258,0.0,0.002938247971850258,0.0007167429356287633,0.0021854219631871957,0.3279654674026764,24.696837037798375,1.0803040000000002,1.0908293333333332,1.0860878814724315,1.0891381001358242,-0.003050218663392723,1.07702,1.10669,0.9100101112234369,1.093561,1.1129729560553467,1.0741490439446533
42639,EURUSD,1.07732,1.07638,1.07828,1.07633,0.0,2023-05-23 12:00:00.000,1h,EURUSD,-0.0008450691648729386,0.0,0.0008450691648729386,0.0003009472702008754,0.0022457840463924053,0.13400543595645925,11.817001198361496,1.078796,1.0892766666666667,1.0845943612459035,1.0881930556813189,-0.003598694435415384,1.07633,1.10219,0.19334880123698175,1.0921340000000002,1.1122146137461244,1.072053386253876
42712,EURUSD,1.0742,1.07229,1.07506,1.07205,0.0,2023-05-26 13:00:00.000,1h,EURUSD,-0.003807010792545265,0.0,0.003807010792545265,0.0003009472702008754,0.0022621755524726006,0.13303444547967744,11.741429928315767,1.077724,1.0870233333333335,1.0827013825926874,1.0870150515567767,-0.004313668964089246,1.07205,1.10219,0.7962840079628983,1.0907145,1.1122150414619698,1.0692139585380303
42737,EURUSD,1.07098,1.07087,1.0711,1.0706,0.0,2023-05-29 14:00:00.000,1h,EURUSD,-0.0013251462399398867,0.0,0.0013251462399398867,0.0003009472702008754,0.0023373835141146304,0.12875391153551033,11.40673004272108,1.0754579999999998,1.0849386666666667,1.0808811698861203,1.0858191218118303,-0.004937951925710005,1.0706,1.09944,0.9361997226074642,1.089009,1.1111469558795817,1.066871044120418
42762,EURUSD,1.07276,1.07216,1.07285,1.07198,0.0,2023-05-30 15:00:00.000,1h,EURUSD,0.0012039030305769222,0.0012039030305769222,0.0,0.00038694034381351266,0.0021803305421836086,0.1774686618965538,15.072049697756228,1.073798,1.08296,1.0795394514421017,1.084807335010954,-0.005267883568852216,1.0706,1.09752,5.794947994056473,1.087615,1.1103318581037358,1.0648981418962642
42792,EURUSD,1.0681,1.06862,1.06893,1.06808,0.0,2023-05-31 21:00:00.000,1h,EURUSD,-0.0033072087992230687,0.0,0.0033072087992230687,0.00038694034381351266,0.002255904983772973,0.17152333391557997,14.641051437046315,1.072064,1.0809066666666667,1.0778595358356244,1.0836082731582906,-0.00574873732266612,1.06808,1.09387,2.0938348196975003,1.0861379999999998,1.1097900688757933,1.0624859311242063
42817,EURUSD,1.07606,1.07652,1.07654,1.07587,0.0,2023-06-01 22:00:00.000,1h,EURUSD,0.007365519933554887,0.007365519933554887,0.0,0.0009130489104960046,0.0019988876180906984,0.4567785113242797,31.35538503441039,1.072092,1.0795446666666666,1.0776534533993745,1.083083215887306,-0.005429762487931589,1.06808,1.08944,39.51310861423214,1.0849805,1.1081041561259588,1.061856843874041
42842,EURUSD,1.07011,1.06968,1.07017,1.06937,0.0,2023-06-04 23:00:00.000,1h,EURUSD,-0.006374078052782381,0.0,0.006374078052782381,0.0009130489104960046,0.0021811468425607682,0.4186095556152664,29.508440427338797,1.07157,1.0779893333333335,1.0764267682610091,1.082090385080839,-0.005663616819829853,1.06808,1.08817,7.964161274265967,1.08316,1.1049824963596846,1.0613375036403152
42952,EURUSD,1.07671,1.0771,1.07752,1.07615,0.0,2023-06-09 13:00:00.000,1h,EURUSD,0.006912706050314438,0.006912706050314438,0.0,0.0014068136283756072,0.002026161374024769,0.69432457177935,40.97943117534927,1.072816,1.0772066666666664,1.0765303423747,1.0817207269267028,-0.005190384552002936,1.06808,1.08682,48.132337246531684,1.0819079999999999,1.1019457775845116,1.0618702224154881
43162,EURUSD,1.09828,1.09944,1.09999,1.098,0.0,2023-06-22 07:00:00.000,1h,EURUSD,0.020528714889871888,0.020528714889871888,0.0,0.002873150406223599,0.002026161374024769,1.4180264430351717,58.64395929662484,1.078272,1.0780706666666664,1.0800549050862844,1.083033265672873,-0.002978360586588513,1.06808,1.09999,98.27640238169838,1.081788,1.1013461880551354,1.0622298119448645
43192,EURUSD,1.08874,1.08834,1.09028,1.08833,0.0,2023-06-23 13:00:00.000,1h,EURUSD,-0.010147359648663201,0.0,0.010147359648663201,0.002873150406223599,0.0025824718305266364,1.1125582754711734,52.6640277046575,1.082216,1.0781946666666664,1.0813295350730099,1.083426357104512,-0.002096822031502077,1.06808,1.09999,63.491068630523664,1.081234,1.099256710118072,1.0632112898819281
43217,EURUSD,1.09128,1.09082,1.0916,1.09026,0.0,2023-06-26 14:00:00.000,1h,EURUSD,0.0022761073722631087,0.0022761073722631087,0.0,0.0030357295042423927,0.0021680893225014225,1.4001865480062115,58.336571762279036,1.0850760000000002,1.0786546666666665,1.0827896066002392,1.0839740343560296,-0.0011844277557904181,1.06808,1.09999,71.26292698213697,1.0809275,1.0980087656686253,1.0638462343313748
43352,EURUSD,1.09007,1.08955,1.09012,1.0894,0.0,2023-07-04 05:00:00.000,1h,EURUSD,-0.0011649400272657623,0.0,0.0011649400272657623,0.0027347822340415173,0.002251299324448977,1.2147572756505298,54.8483253224092,1.0890499999999999,1.079448,1.0838296671232792,1.0843870688481756,-0.0005574017248963781,1.06808,1.09999,67.28298339078668,1.0807544999999998,1.0973846431775347,1.064124356822465
40478,EURUSD,1.08218,1.08325,1.08339,1.08136,0.0,2023-01-17 11:00:00.000,1h,EURUSD,-0.005798985322911676,0.0,0.005798985322911676,0.0027347822340415173,0.0025505747157181743,1.0722219651861777,51.74262136005515,1.0902800000000001,1.079518,1.0837404875658516,1.0843028415260887,-0.000562353960237072,1.06808,1.09999,47.53995612660633,1.080475,1.0967163228654906,1.0642336771345096
40502,EURUSD,1.08525,1.08154,1.08542,1.0812,0.0,2023-01-18 11:00:00.000,1h,EURUSD,-0.0015798302428047528,0.0,0.0015798302428047528,0.0027347822340415173,0.0024535448779292096,1.114624908083879,52.71028936729361,1.0867,1.0795899999999998,1.083401951017259,1.0840981865982302,-0.0006962355809712051,1.06808,1.09999,42.18113444061417,1.080228,1.0962333393722565,1.0642226606277434
40526,EURUSD,1.08296,1.0822,1.08348,1.08161,0.0,2023-01-19 11:00:00.000,1h,EURUSD,0.0006100548314208615,0.0006100548314208615,0.0,0.0027783575791430074,0.0023931827947239995,1.1609466628575813,53.72398508542431,1.0854719999999998,1.0799173333333334,1.0832170354761423,1.0839575801835466,-0.0007405447074042559,1.06808,1.09999,44.24945158257626,1.080014,1.0957800333094867,1.0642479666905134
40550,EURUSD,1.08387,1.0825,1.08418,1.08246,0.0,2023-01-20 11:00:00.000,1h,EURUSD,0.00027717466800999957,0.00027717466800999957,0.0,0.00279815576971515,0.0021212534523993376,1.3191048747853173,56.879914708791624,1.0838079999999999,1.0803253333333334,1.0831067223259667,1.0838496112810616,-0.0007428889550948892,1.06808,1.09999,45.189595738013324,1.0799429999999999,1.0956476397435195,1.0642383602564802
40573,EURUSD,1.09113,1.08993,1.09154,1.08955,0.0,2023-01-23 10:00:00.000,1h,EURUSD,0.006840293100854003,0.006840293100854003,0.0,0.003286748134061865,0.002026600149546489,1.6218039531860151,61.85832282445069,1.0838839999999998,1.0815013333333332,1.0841564573527411,1.0843000104454275,-0.00014355309268632155,1.06808,1.09999,68.47383265434057,1.080557,1.0968339583347635,1.0642800416652365
40596,EURUSD,1.08752,1.08608,1.0883,1.0852,0.0,2023-01-24 09:00:00.000,1h,EURUSD,-0.003538590371692199,0.0,0.003538590371692199,0.0032007550604492277,0.00227935660466736,1.4042362015207062,58.40674891395908,1.08445,1.0825153333333333,1.084452386990781,1.0844318615235438,2.0525467237186845e-05,1.06808,1.09999,56.408649326229884,1.080751,1.097201969448319,1.064300030551681
40479,EURUSD,1.08325,1.08528,1.08578,1.08224,0.0,2023-01-17 12:00:00.000,1h,EURUSD,-0.0007368654080373155,0.0,0.0007368654080373155,0.0032007550604492277,0.002095760648154092,1.5272521999439177,60.43133328671389,1.0851979999999999,1.08339,1.0845797120691223,1.0844946865958738,8.502547324851228e-05,1.06937,1.09999,51.959503592423395,1.080992,1.0975657834831827,1.0644182165168172
40503,EURUSD,1.08154,1.08241,1.0834,1.08136,0.0,2023-01-18 12:00:00.000,1h,EURUSD,-0.0026479816551169266,0.0,0.0026479816551169266,0.0026746464937667355,0.002284902194948158,1.170573733825583,53.92923150150147,1.0852400000000002,1.0843093333333333,1.0842459102123343,1.0843402653665497,-9.435515421540863e-05,1.06937,1.09999,42.5865447419991,1.081248,1.097738980756639,1.064757019243361
40527,EURUSD,1.08219,1.08091,1.0827,1.08052,0.0,2023-01-19 12:00:00.000,1h,EURUSD,-0.0013867576136559756,0.0,0.0013867576136559756,0.0026746464937667355,0.0019286650207248435,1.3867864377825094,58.10266121132021,1.084922,1.084602,1.0837326932565905,1.0840861716356942,-0.00035347837910371105,1.07615,1.09999,19.966442953020476,1.0814745000000001,1.0978076428954184,1.0651413571045818
40551,EURUSD,1.08252,1.08186,1.08278,1.0814,0.0,2023-01-20 12:00:00.000,1h,EURUSD,0.0008785030873354749,0.0008785030873354749,0.0,0.0022436319964110954,0.0019286650207248435,1.1633082843841276,53.77450328191712,1.0833080000000002,1.0854139999999999,1.0834445866017304,1.0839212700330503,-0.000476683431319902,1.08052,1.09999,6.882383153570171,1.081953,1.0977035503329096,1.0662024496670903
40574,EURUSD,1.08994,1.08814,1.09024,1.0879,0.0,2023-01-23 11:00:00.000,1h,EURUSD,0.005788034592037361,0.005788034592037361,0.0,0.0011907262608514863,0.0019286650207248435,0.6173836555629446,38.17175061955593,1.08372,1.08615,1.0841669578937718,1.0842337685491206,-6.681065534874797e-05,1.08052,1.0916,68.77256317689708,1.0828165,1.0978876481419244,1.0677453518580757
43402,EURUSD,1.08672,1.08557,1.08753,1.08523,0.0,2023-07-06 07:00:00.000,1h,EURUSD,-0.0023646219573903587,0.0,0.0023646219573903587,0.0011907262608514863,0.0013727551856339262,0.8673988438088612,46.4495759266757,1.0837780000000001,1.0852253333333333,1.0843828105254993,1.084332748656593,5.006186890632591e-05,1.08052,1.0916,45.577617328519935,1.083487,1.0977325313030195,1.0692414686969807
40480,EURUSD,1.0852,1.08426,1.0858,1.08364,0.0,2023-01-17 13:00:00.000,1h,EURUSD,-0.001207468012851362,0.0,0.001207468012851362,0.001028147162832693,0.0014590029008375949,0.7046916508818775,41.33836465482328,1.0841480000000001,1.0849533333333334,1.0843639165984995,1.0843273598672156,3.65567312838877e-05,1.08052,1.09154,33.9382940108899,1.0842690000000001,1.0966768190967182,1.071861180903282
